"id","k","c1","c2","lt","unitVolume","initialStock"
591,478.56,8.6,194.08,17,0.0757,1972
592,157.87,9.7,248.01,7,0.7093,1641
593,157.91,10.89,380.85,4,0.5882,1454
594,147.88,11.63,793.25,4,0.5972,1140
595,230.45,13.01,540.16,4,0.2655,3133
596,50.5,8.77,788.05,6,0.5904,1309
597,46.27,4.9,64.6,5,0.7665,1011
598,33.9,4.99,293.76,5,0.6448,721
599,192.83,10.72,49.76,3,0.9322,824
600,65.28,7.19,536.44,3,0.6084,1297
601,473.27,10.89,92.58,6,0.009,2246
602,68.06,6.45,131.89,3,0.5793,801
603,110.33,5.38,462.15,4,0.1323,1274
604,63.09,2.51,112.4,4,0.3915,1798
605,165.01,11.34,561.3,5,0.0996,1911
606,512.18,5.9,454.98,10,0.2945,4187
607,147.87,6.48,119.77,8,0.5495,1338
608,46.48,8.2,215.39,4,0.3026,438
609,96.78,1.8,130.76,11,0.2281,3715
610,108.34,13.85,323.96,4,0.4841,563
611,128.99,12.25,512.08,5,0.1037,598
612,33.11,3.85,180.54,3,0.8672,1048
613,22.53,1.35,35,6,0.0577,2906
614,113.41,7.49,665.24,5,0.308,1999
615,740.96,11.04,103.8,8,0.0798,3559
616,194.92,4.63,66.86,10,0.2098,2657
617,22.58,1.24,65.74,6,0.0104,2260
618,104.83,8.57,590.76,4,0.7325,1098
619,54.65,3.62,48.01,6,0.2652,1591
620,18.91,7.61,182.39,5,1.612,307
621,162.65,8,299.88,5,0.1752,2046
622,164.85,6.18,66.37,8,0.0361,775
623,82.27,7.69,196.62,3,0.349,642
624,6.07,1.05,24.87,4,1.9247,283
625,29.21,4.78,406.19,4,0.0835,495
626,306.79,6.01,206.89,16,0.0699,2298
627,107.67,10.78,244.31,5,0.4821,1793
628,123.03,6.54,315.26,5,0.1239,3048
629,53.6,3.22,121.48,8,0.6466,841
630,34.45,4,234.68,3,1.3555,326
631,72.07,7.67,655.16,3,0.0516,920
632,60.88,8.28,67.46,4,0.7069,1288
633,57.17,13.17,130.7,5,0.3742,648
634,216.92,9.57,367.68,5,0.1679,2825
635,29.45,3.74,178.82,3,0.1691,819
636,75.68,11.42,786.27,5,0.8151,1173
637,97.5,3.03,24.14,8,0.5039,1308
638,460.01,13.4,1125.68,6,0.3492,1780
639,50.69,2.64,55.46,5,0.0859,2366
640,371.78,3.83,373.83,8,0.2909,1679
641,56.87,3.43,132.37,5,0.1146,2766
642,600.32,9.5,325.43,6,0.1507,4335
643,1929.68,10.11,793.69,13,0.0284,4456
644,64.65,3.74,25.55,3,0.3673,1657
645,312.74,13.44,1032.76,6,0.0176,2103
646,142.77,8.89,100.57,5,0.5938,1097
647,68.84,6.44,280.46,3,0.126,1149
648,135.12,13.03,252.67,3,0.9392,1165
649,213.31,11.82,657.01,3,0.6161,1011
650,222.76,11.36,360.13,4,0.3318,1146
651,1528.37,8.12,160.09,8,0.0481,5227
652,20.71,3.3,217.54,4,1.1335,1036
653,22.75,3.06,61.3,5,0.2552,712
654,280.83,9.13,811.76,6,0.4242,2053
655,1905.17,13.33,262.15,13,0.1788,6109
656,101.42,2.3,15.48,8,0.4743,3364
657,90.58,5.33,28.64,6,0.1499,1671
658,1207.78,13.64,698.75,7,0.232,3046
659,19.97,1.02,62.02,4,0.6036,1915
660,96.78,11.2,386.29,3,0.8666,1179
661,71.08,6.99,89.95,4,0.7704,1102
662,41.07,6.27,34.6,5,0.7968,1022
663,122.01,7.54,119.44,7,0.7474,639
664,159.14,12.34,371.16,5,0.5445,1413
665,263.69,11.32,312.7,7,0.7922,1713
666,10.26,1.37,35.61,4,0.5363,1265
667,76.95,5.58,257.42,5,0.3893,1790
668,143.22,10.64,286.58,5,0.0437,1367
669,27.59,1.42,41.34,8,0.021,1200
670,439.98,10.36,113.18,6,0.0814,3752
671,87.27,12.29,171.96,5,0.7149,704
672,569.95,12.7,806.64,7,0.3463,1600
673,10.61,1.1,28.91,4,0.8954,561
674,496.44,9.9,44.81,11,0.0366,3291
675,146.91,13.2,392.25,3,0.7736,933
676,67.63,5.96,239.06,4,0.5935,1155
677,70.53,8.18,610.09,4,0.4289,1253
678,74.39,9.32,374.86,4,0.1458,785
679,421.69,11.38,421.63,16,0.2156,2276
680,55.2,13.87,1038.47,4,1.0664,245
681,217.32,13.6,364.71,5,0.2289,1771
682,75.73,1.14,58.48,7,0.1561,3759
683,834.18,13.52,139.56,14,0.0233,3596
684,26.06,2.86,80.53,4,0.1671,599
685,119.92,8.21,194.13,3,0.9616,1165
686,64.94,3.18,66.86,6,0.3409,1966
687,175.39,12.28,379.68,6,0.2281,1334
688,665.34,6.43,259.58,9,0.2632,1329
689,95.68,9.51,263.25,5,0.5055,1347
690,23.36,3.53,52.89,3,1.3165,686
691,49.18,4.93,302.18,4,0.7115,1445
692,52.73,2.83,232.49,4,0.1877,1077
693,138.76,7.42,406.35,5,0.1787,2975
694,474.06,7.04,144.24,5,0.2251,1726
695,99.87,6.47,168.63,4,0.5796,2135
696,342.81,10.45,481.86,11,0.3454,2277
697,1162.16,5.96,236.58,15,0.0983,6314
698,5.92,1.55,24.79,3,1.0612,534
699,257.87,2.78,169.17,9,0.0138,2443
700,651.96,6.6,37.81,10,0.1416,4497
701,292.97,3.88,35.37,5,0.0522,4034
702,457.62,13.43,584,8,0.2846,2489
703,174.18,13.52,64.67,4,0.2547,763
704,88.63,11.75,126.8,3,0.9885,1204
705,415.23,5.53,50,12,0.1246,5968
706,43.57,13.78,90.66,6,0.6288,633
707,171.73,9.17,143.9,6,0.114,2766
708,186.12,9.77,177.67,3,0.1133,2832
709,67.81,4.08,157.75,4,0.4632,1097
710,17.01,1.69,113.39,6,0.5782,1709
711,109.78,11.3,540.34,4,1.0769,1172
712,711.79,12.67,1091.87,9,0.0068,3280
713,95.7,4.53,440.14,10,0.3383,1887
714,100.22,6.8,275.19,4,0.5318,1986
715,58.52,3.56,153.65,4,0.5307,2058
716,28.53,3.98,21.04,3,1.1571,302
717,126.71,12.48,249.76,5,0.1257,1505
718,342.18,13.3,841.12,11,0.4214,659
719,45.56,6.14,340.98,6,0.0644,1116
720,251.03,3.48,265.43,8,0.1499,5825
721,171.58,11.35,139.47,3,0.301,1751
722,105.65,9.39,403.76,4,0.05,1200
723,484.62,7.74,429.21,6,0.0511,2671
724,215.38,8.31,136.51,5,0.4107,2482
725,54.43,10.62,176.19,4,0.0498,841
726,452.18,11.25,602.37,5,0.0387,3394
727,1118.14,6.63,113.61,10,0.0855,7248
728,223.5,11.7,705.55,4,0.4175,1856
729,130.75,11.96,1036.45,6,0.4323,1846
730,5.6,1.13,11.05,5,0.4737,451
731,123.98,11.57,132.36,5,0.2339,810
732,23.06,2.55,20.63,4,0.2383,1429
733,102.06,6.08,102.63,4,0.2415,1514
734,293.37,9.51,396.94,10,0.1045,2901
735,1204.17,6.63,622.78,15,0.0455,7817
736,34.79,6.4,139.57,4,1.7886,545
737,168.55,13.07,580.93,5,0.0697,2292
738,18.32,2.21,117.45,4,0.4947,1974
739,179.69,8.75,185.11,4,0.0663,985
740,157.02,11.62,401.93,5,0.4266,1112
741,536.26,10.63,657.35,11,0.3022,2265
742,642.56,10.88,909.47,8,0.3652,3961
743,412.08,8.17,342.44,6,0.0926,2163
744,550.76,12.96,403.38,10,0.7028,1351
745,141.52,7.94,325.57,4,0.6366,1086
746,122.46,8.81,71.78,4,0.3557,1454
747,75.39,12.67,509.61,5,0.7847,1139
748,128.83,6.89,37.09,4,0.5111,2086
749,49.13,8.7,36.34,3,0.4558,910
750,213.96,10.54,663.14,4,0.2552,3406
751,45.66,5.54,317.27,4,0.5221,905
752,13.7,1.26,39.68,4,0.2725,1692
753,69.31,5.82,441.5,5,0.5218,1699
754,304,8.48,281.55,8,0.061,3010
755,112.69,13.83,548.34,4,0.1689,754
756,65.79,7.45,662.43,4,0.1851,1238
757,882.69,13.12,290.04,9,0.0788,4250
758,8.44,1.24,69.93,3,0.5418,964
759,474.71,9.03,383.17,9,0.3203,2494
760,99.12,5.47,152.38,5,0.0758,1366
761,102.37,10.77,734.81,3,0.2665,1269
762,354.65,5.34,65.74,13,0.0359,4088
763,307.33,11.65,390.61,8,0.4568,880
764,54.89,4.88,214.57,4,0.3918,1158
765,47.06,4.05,79.28,4,0.2544,1747
766,40.75,5.92,63.91,3,0.7239,420
767,27.67,7.08,486.99,3,0.3151,813
768,35.4,7.97,166.26,3,0.9958,785
769,146.53,9.5,455.19,5,0.4919,2522
770,39.83,1.66,26.26,4,0.1904,1691
771,40.39,2.03,47.06,6,0.3758,2275
772,273.25,10.33,875.92,8,0.305,1940
773,213.19,11.53,864.56,4,0.4791,2245
774,102.32,2.21,16.95,10,0.0499,3518
775,27.39,3.91,119.32,6,0.9317,751
776,102.3,8.79,256.58,6,0.1005,2196
777,118.19,9.13,338.7,3,0.2971,1627
778,62.32,8.42,209.77,3,0.0493,717
779,104.56,11.6,726.05,5,0.0267,1192
780,36.4,2.55,21.36,6,0.0816,1413
781,828.49,9.93,79.93,9,0.1472,2624
782,65.34,1.27,125.25,6,0.3959,1793
783,528.37,12.37,61.4,8,0.1978,2168
784,104.4,6.29,443.81,6,0.1486,2987
785,140.36,11.01,523.42,5,0.1998,1368
786,111.68,9.08,886.56,4,0.6263,779
787,104.03,5.59,140.67,3,0.6474,1748
788,214.53,7.52,277.36,8,0.4599,1993
789,1275.05,7.72,236.37,10,0.022,3729
790,2.19,1.12,59.19,4,1.7836,306
791,35.16,7.26,57.45,5,0.3175,763
792,61.36,10.15,863.43,5,0.1962,496
793,506.51,10.86,100.39,6,0.0333,2430
794,74.45,10.53,121.91,4,0.7131,1234
795,52.87,4.33,201.4,6,0.1214,1271
796,238.04,12.01,1037.13,3,0.5635,2190
797,74.32,12.25,599.87,5,0.7857,549
798,479.29,5.26,86.08,7,0.0316,2062
799,98.67,4.9,431.27,5,0.1644,2320
800,4.51,1.52,57.72,4,1.6081,483
801,20.49,1.95,112.05,4,0.6576,589
802,109.96,3,121.97,5,0.1903,3031
803,351.6,12.66,676.94,6,0.0163,2044
804,32.81,2.49,29.92,4,0.6426,1700
805,44.77,9.76,789.36,3,1.1433,471
806,44.45,2.69,32.07,10,0.6542,1088
807,69.53,6.84,214.34,4,0.1373,805
808,142.44,11.53,657.05,6,0.4374,1266
809,67.84,4.59,32.68,4,0.6145,1147
810,22.71,2.18,161.94,6,0.3439,1090
811,81.22,1.86,55.54,9,0.5897,1476
812,272.37,13.39,132.34,4,0.2025,2202
813,417.2,7.29,468.94,6,0.3479,3926
814,377.72,2.62,42.31,12,0.0389,5427
815,181.44,13.05,356.31,3,0.4074,1283
816,648.26,8.68,524.5,8,0.0626,2688
817,762.97,10.79,365.12,6,0.3664,3509
818,174.41,9.62,63.39,4,0.3727,2072
819,563.32,7.63,116.49,8,0.1692,2203
820,606.75,11.35,804.58,9,0.3849,2306
821,15.23,2.37,37.1,3,2.2631,248
822,56.15,6.72,214.71,3,0.8366,1763
823,110.79,9.25,117.4,5,0.1412,1090
824,142.51,10.16,764.72,4,0.3922,2010
825,145.07,3.87,155.42,6,0.408,1395
826,6.77,5.69,235.47,3,2.2438,309
827,102.41,12.29,417.06,6,0.3831,765
828,13.35,2.34,99.21,3,1.4064,437
829,18.69,5.14,26.95,3,0.6384,562
830,27.01,5.07,152.81,3,1.5856,723
831,207.94,4.44,86.52,5,0.0573,3107
832,152.3,3.93,239.78,6,0.1993,3380
833,111.72,5.81,70.61,6,0.3019,2275
834,149.16,10.36,382.5,4,0.8084,1705
835,1927.43,10.33,212.82,11,0.0991,6664
836,61.83,8.44,593.28,4,0.6708,1436
837,135.92,5.31,447.83,6,0.5957,1512
838,67.54,7.48,58.01,3,0.1068,1375
839,70.68,3.08,143.21,5,0.0459,2418
840,24.69,1.72,26.89,5,0.1412,2411
841,13.16,1.4,14.8,3,0.307,464
842,694.07,12.95,1020.5,8,0.7073,1222
843,29.99,7.64,563.78,5,1.3251,379
844,86.1,12.93,854.67,6,0.2229,1409
845,63.38,4.02,36.07,5,0.3852,1808
846,27.59,6.35,229.75,4,1.1486,211
847,21.76,1.28,22.67,7,0.4534,795
848,48.13,9.75,159.31,3,0.9506,576
849,509.9,9.99,190.07,8,0.0891,4118
850,504.14,10.19,592.72,8,0.4411,811
851,654.52,13.25,975.75,5,0.2643,3727
852,496.91,9.46,384.47,9,0.2507,1003
853,41.49,2.34,206.68,3,0.2235,1272
854,156.84,7.65,72.78,5,0.4349,1906
855,425.02,10.89,219.2,10,0.3482,997
856,73.38,3.9,328.51,10,0.529,764
857,69.8,13.02,940.95,3,1.8927,501
858,46.44,8.39,320.16,3,0.9336,1232
859,49.14,12.26,419.67,5,0.878,372
860,24.79,13.58,1328.53,4,0.2478,229
861,10.1,2.61,147.03,7,2.1804,503
862,33.6,13.7,960.63,3,0.886,605
863,56.26,2.96,20.8,4,0.525,1656
864,195.87,6.58,53.16,5,0.2856,1494
865,104.54,6.66,118.09,4,0.488,1063
866,113.18,6.83,273,5,0.2743,2123
867,271.52,8.45,163.39,6,0.1335,2760
868,141.44,7.07,81.76,4,0.5319,1721
869,621.72,12.07,72.27,9,0.0091,3687
870,55.79,3.53,75.59,3,0.5437,689
871,970.68,5.95,396.03,10,0.2066,5406
872,270.61,1.5,50.79,12,0.0594,4612
873,75.7,8.64,845.13,4,0.1993,945
874,18.71,1.16,41.88,4,0.5764,2385
875,258.15,12.4,307.9,5,0.256,1895
876,142.4,8.71,456.22,4,0.6251,759
877,56.96,3.27,34.76,4,0.2388,1323
878,31.72,11.12,858.59,3,0.5185,614
879,104.81,10.52,777.07,4,0.4651,1168
880,265.89,12.27,246.63,6,0.2728,2884
881,47.82,7.38,200.38,6,0.5237,1520
882,115.74,2.55,44.02,12,0.0856,2895
883,136.25,13.01,237.05,5,0.1145,1638
884,255.87,10.13,687.97,6,0.1598,933
885,34.37,7.38,634.19,4,0.0726,508
886,30.76,1.35,11.23,4,0.3464,2590
887,13.01,2.51,178.93,4,0.696,841
888,109.47,8.78,159.69,4,0.6562,1749
889,316.42,12.04,969.76,7,0.6709,1307
890,123.35,3.88,271.21,6,0.5902,1715
891,37.55,2.81,204.86,6,0.5177,1516
892,10.17,1.16,19.61,3,1.3842,1021
893,60.08,8.66,419.87,4,0.5522,513
894,214.93,13.33,459.09,5,0.2231,1032
895,43.15,10.1,76.14,4,1.3099,298
896,113.48,6.39,574.58,7,0.2517,1897
897,674.52,10.1,224.32,8,0.0749,3070
898,93.47,7.06,290.35,4,0.6872,851
899,48.79,4.65,177.52,6,0.1411,999
900,158.44,10.67,178.34,8,0.5311,846
901,862.1,5.59,512.25,9,0.1754,2732
902,111.12,10.07,272.97,4,0.2649,805
903,513.92,12.39,1200.3,5,0.2868,4029
904,49.7,3.6,308.71,4,0.5821,1900
905,183.71,7.92,736.69,7,0.4026,1638
906,38.59,2.37,190.18,3,0.3502,863
907,36.83,9.99,549.22,4,0.9005,340
908,286.97,4.56,33.9,9,0.2598,1286
909,163.04,9.54,568.01,6,0.7657,1467
910,23.9,6.56,40.49,4,2.0586,508
911,267.8,6.08,200.48,7,0.0216,2805
912,176.68,6.52,78.62,6,0.3554,2617
913,105.8,5.74,244.29,4,0.1744,1429
914,186.61,5.62,38.22,8,0.3303,800
915,5.34,2.63,220.45,4,2.0234,352
916,85.78,4.88,311.25,6,0.1212,3114
917,7.51,1.85,119.64,5,0.053,453
918,19.42,3.28,302.46,5,0.4541,785
919,981.3,9.78,89.38,9,0.2426,3279
920,322.73,6.78,399.97,10,0.0424,2270
921,24.64,9.2,241.48,4,0.2417,248
922,113.71,7.03,57.68,5,0.2767,1803
923,106.86,7.07,154.82,3,0.0668,812
924,162.55,11.44,575.26,4,0.5324,1273
925,164.13,7.51,388.99,5,0.3222,1430
926,194.24,8.97,681.56,3,0.1888,1055
927,322.61,6.78,92.99,6,0.1816,1477
928,35.28,3.15,78.93,4,0.6892,1200
929,128,8.79,849.34,5,0.2242,1290
930,1925.51,12.26,1037.15,13,0.1341,5488
931,7.7,1.32,64.62,3,0.3147,418
932,24.45,1.27,18.45,3,0.24,2556
933,91.54,10.88,136.55,6,0.0715,719
934,92.46,12.53,241.32,5,0.6886,613
935,49.48,4.3,48.4,3,1.0622,479
936,63.38,6.55,154.78,2,0.3614,1002
937,116.26,5.99,588.31,3,0.3058,2168
938,27.61,1.83,99.46,6,0.1516,1360
939,33.63,7.55,728.91,4,0.6033,1413
940,96.57,9.09,132.08,4,0.1773,1014
941,110.69,3.43,34.95,10,0.2014,1182
942,150.22,10.32,552.42,4,0.5932,1209
943,107.91,10.39,1023.33,4,0.6124,773
944,207.12,5.43,448.24,4,0.1826,2044
945,81.53,6.11,580.84,5,0.4324,1337
946,38.95,2.91,225.57,4,0.2472,1447
947,161.02,4.01,84.19,4,0.1716,1693
948,231.52,9.28,152.23,3,0.3643,1360
949,175.47,7.85,132.72,5,0.114,3380
950,56.96,5.79,444.07,6,0.0586,1122
951,109.88,13.64,440.76,5,0.3282,621
952,105.49,9.4,193.98,5,0.708,1821
953,92.89,7.33,694.41,4,0.2357,1847
954,213.77,12.09,521.32,4,0.3121,2619
955,142.76,5.64,532.69,6,0.8566,2143
956,98.54,5.3,433.81,5,0.5073,2134
957,261.3,1.25,92.94,12,0.0265,4360
958,74.19,6.99,75.55,4,0.9154,962
959,350.93,12.62,1091.86,7,0.3775,1513
960,155.54,11.18,80.85,4,0.1911,1966
961,77.67,5.3,41.42,6,0.0894,1436
962,53.11,4.39,305.34,4,0.5988,1051
963,271.1,5.23,204.47,7,0.0135,2907
964,544.66,9.28,281.24,9,0.0356,4572
965,160.04,11.99,283.49,6,0.0659,1912
966,55.55,3.76,59.8,4,0.0935,2004
967,125.26,10.1,335.84,5,0.5857,1783
968,235.46,8.16,799.67,5,0.3838,2060
969,90,4.46,47.22,3,0.194,1804
970,502,9.91,123.27,5,0.2296,2019
971,116.76,11.83,794.27,5,0.174,1087
972,118.05,13.46,659.33,5,0.8938,585
973,171.45,9.18,44.36,4,0.4558,1574
974,250.87,2.62,170.79,16,0.0219,3539
975,20.79,1.98,51.58,5,0.2875,1458
976,43.21,2.87,144.22,6,1.1176,600
977,108.54,12.38,1148.48,3,0.0218,1047
978,96.03,4.88,247.73,5,0.0248,2588
979,46.66,1.73,14.87,9,0.5129,1140
980,180.21,8.65,38.93,6,0.2235,2316
981,116.21,4.94,278.75,5,0.3718,1649
982,46.09,3.87,24.99,3,0.8781,1152
983,19.43,1.12,82.84,5,0.3873,2039
984,63.17,3.92,59.53,6,0.2402,2091
985,163.28,10.35,154.34,4,0.5898,1257
986,71.8,5,137.46,3,0.9064,1136
987,134.22,6.62,311.53,3,0.6977,2265
988,75.85,10.48,992.64,4,1.176,918
989,48.74,4,139.4,5,0.3508,1071
990,15.49,2.25,24.84,3,1.7591,385
991,90.5,11.26,531.54,3,0.9987,1604
992,559.24,6.21,229.72,13,0.1254,5187
993,192.83,8.29,186.3,4,0.5385,2007
994,342.61,5.68,153.63,7,0.2283,4373
995,347.29,9.43,714.4,6,0.2893,1590
996,334.09,3.76,122.62,11,0.165,4237
997,621.72,8.62,589.33,11,0.0165,2423
998,112.95,6.91,203.59,4,0.364,1372
999,556.07,13.9,982.89,5,0.3963,2695
1000,476.1,11.04,707.58,9,0.2151,2068
1001,143.81,8.66,747.33,6,0.2497,857
1002,17.53,1.33,57.6,4,0.5894,654
1003,29.77,2.06,86.46,3,0.0593,1606
1004,143.05,7.23,474.66,5,0.0469,2774
1005,307.78,12.75,224.34,10,0.4269,398
1006,151.61,8.5,222.04,7,0.0449,1309
1007,118.81,10.39,411.31,4,0.2538,2356
1008,255.51,13.35,631.94,4,0.0136,2139
1009,66.28,4.3,116.16,4,0.5256,876
1010,26.12,1.06,8.01,3,0.098,898
1011,106.23,13.54,466.16,6,0.1582,1579
1012,77.58,10.79,569.89,5,0.1531,1114
1013,57.27,13.55,1191.32,5,1.4568,646
1014,157.42,13.99,166.42,4,0.7086,1084
1015,26.08,1.09,96.66,5,0.5559,1678
1016,4.46,1.44,59.34,2,0.5636,256
1017,249.48,12.38,467.45,6,0.3686,2041
1018,22.83,7.96,500.52,4,1.3907,478
1019,64.54,4.95,246.48,5,0.4272,1710
1020,19.05,1.15,12.8,4,0.4578,733
1021,561.16,7.34,525,10,0.0882,3602
1022,534.72,12.98,312.87,6,0.3242,2055
1023,163.48,12.68,620.44,3,0.2837,1385
1024,136.73,5.68,55.6,4,0.445,1436
1025,179.3,8.05,754.49,6,0.7465,1084
1026,136.31,5.57,196.37,4,0.2983,1997
1027,114.03,11.41,1042.77,3,0.1303,535
1028,163.88,4.72,437.42,6,0.4301,3744
1029,64.03,4.63,68.39,5,0.4478,1355
1030,65.3,3.27,22.24,4,0.4335,1079
1031,270.94,9.69,166,6,0.2944,2580
1032,624.53,9.48,192.58,7,0.0181,2849
1033,34.79,4.95,265.29,5,0.4778,493
1034,318.05,13.76,1280.21,3,0.1723,1486
1035,70.07,11.57,740.24,3,1.6487,456
1036,89.87,12.2,304.66,4,0.6875,443
1037,81.11,10.74,54.4,4,0.7347,843
1038,22.28,2.05,148.75,4,0.3667,1102
1039,91.3,12.62,80.4,4,0.5844,460
1040,91.19,3.04,172.11,6,0.4601,1042
1041,224.38,11.35,183.92,5,0.0281,1635
1042,28.97,1.63,48.05,5,0.0418,1918
1043,339.79,4.06,349.98,8,0.1376,2456
1044,472.91,11.23,293.75,7,0.1478,1784
1045,127.47,7,346.38,4,0.1596,1128
1046,219.32,13.89,1187.96,4,0.7533,1440
1047,143.69,8.14,809.43,5,0.4327,1566
1048,151.64,12.42,404.09,5,0.3273,2204
1049,104.65,9.63,475.85,5,0.4501,1389
1050,31.3,2.29,64.61,4,0.2978,1599
1051,75.55,9.53,179.17,3,1.6211,743
1052,110.69,6.05,102.46,8,0.4409,1318
1053,18.97,1.83,52.15,6,0.9335,1181
1054,127.97,1.72,28.4,5,0.1202,3288
1055,45.39,2.57,26.65,4,0.2583,1349
1056,4.26,2.23,61.4,4,1.8965,240
1057,81.4,10.9,352.75,3,0.3754,354
1058,7.81,2.02,182.59,4,0.7551,866
1059,840.21,6.66,226.98,14,0.1255,6735
1060,56.81,11.59,1004.84,3,2.5823,339
1061,17.99,10.64,842.49,3,0.5918,385
1062,441.13,12.84,696.37,5,0.6025,1243
1063,93.88,2.29,54.09,9,0.0657,2931
1064,216.23,11.77,78.91,4,0.5814,2330
1065,38.68,5.35,267.16,4,1.1518,523
1066,1471.17,8.48,402.56,9,0.0046,2661
1067,44.71,3.73,33.78,4,0.4417,957
1068,367.56,8.79,124.2,9,0.0341,3326
1069,339.77,12.65,237.22,5,0.0808,2041
1070,94.94,5.76,200.21,6,0.0692,2136
1071,41.86,1.34,86,8,0.1937,2705
1072,214.89,9.67,523.3,5,0.3564,2098
1073,589.48,7.5,305.97,6,0.0509,1790
1074,161.58,12.14,837.93,5,0.0353,910
1075,110.17,9.38,605.67,4,0.1427,536
1076,75.23,7.74,621.26,3,0.1001,963
1077,76.11,10.22,72.6,4,1.0328,998
1078,103.06,9.3,644.03,5,0.9337,730
1079,175.32,10.93,423.23,5,0.275,2019
1080,1822.33,10.88,52.01,9,0.1483,2415
1081,284.45,6.18,290.39,10,0.3347,2504
1082,17.73,1.85,100.28,4,0.6654,1299
1083,1073.8,12.69,138.47,10,0.1514,3777
1084,126.19,13.74,737.13,4,0.4445,1872
1085,112.32,1.94,77.96,9,0.3128,4614
1086,113.39,9.56,503.58,4,0.3455,953
1087,79.57,4.62,253.14,5,0.5408,1047
1088,140.27,10.1,285.84,3,0.5188,806
1089,183.23,9.22,136.68,4,0.069,2094
1090,262.12,11.85,93.51,4,0.0449,1564
1091,314.81,5.61,81.94,6,0.386,4450
1092,156.74,6.42,165.84,4,0.3719,2282
1093,71.97,7.56,427.12,4,0.9542,1103
1094,46.07,9.79,526.78,5,0.8914,1327
1095,302.22,9.66,119.2,6,0.3168,2297
1096,41.56,2.29,71.69,6,0.226,2961
1097,107.32,8.51,107.81,4,0.0655,779
1098,91.19,7.16,97.5,4,0.1029,778
1099,17.93,5.19,257.75,4,1.0883,741
1100,36.9,2.08,187.21,5,0.8901,833
1101,138.45,4.93,270.98,7,0.293,1724
1102,126.57,4.61,194.45,10,0.0513,2016
1103,263.56,8.69,332.91,9,0.4708,2035
1104,69.86,13.43,226.83,4,0.4592,471
1105,63.01,11.42,888.39,4,1.2793,973
1106,86.81,11.1,737.68,3,1.207,1008
1107,12.3,1.01,27.16,5,0.3028,809
1108,14.74,4.03,179.88,3,0.9677,322
1109,629.12,3.99,380.79,9,0.2079,2432
1110,202.91,3.33,30.66,8,0.1147,3482
1111,147.07,13.69,340.38,5,0.4314,1750
1112,58.65,9.13,70.4,5,0.4476,1100
1113,364.31,10.2,336.15,10,0.3522,2272
1114,317.97,3.44,52.33,12,0.1646,3100
1115,464.65,6.22,615.48,9,0.1028,4295
1116,105.99,5.84,408.71,5,0.1387,2818
1117,40.03,10.71,58.27,4,1.7285,494
1118,113.99,12.85,1027.9,3,0.472,1037
1119,65.73,3.25,207.17,5,0.0869,854
1120,35.94,1.58,25.98,6,0.0213,3181
1121,104.9,2.35,219.18,7,0.3566,2985
1122,96.82,13.71,317.1,5,0.1474,802
1123,65.25,10.27,764.07,5,0.2406,789
1124,111.52,11.5,150.58,5,0.1556,1427
1125,44.77,2.72,264.78,4,0.0962,1200
1126,139.32,6.52,79.27,4,0.0142,1702
1127,598.12,8.84,799.38,7,0.1847,4856
1128,358.22,4.67,389.27,8,0.0671,3164
1129,179.68,5.25,424.66,7,0.5179,1354
1130,62.53,9.25,682.97,3,0.744,325
1131,108.5,8.68,253.69,3,1.0717,1544
1132,14.86,6.78,141.45,3,4.1648,114
1133,218.47,10.12,377.39,5,0.3342,1475
1134,94.62,5.06,213.82,4,0.4206,1615
1135,253.73,11.71,853.58,7,0.5692,1158
1136,69.69,6.18,37.78,6,0.3629,1722
1137,117.84,9.6,295.74,5,0.3108,1617
1138,696.84,13.29,529.77,7,0.4948,3651
1139,117.74,6.58,331.6,7,0.5813,1256
1140,12.74,2.23,209.77,6,0.0776,1069
1141,63.88,4.36,58.18,5,0.2848,2365
1142,51.26,6.34,329.65,4,0.2773,2038
1143,81.51,4.32,323.02,4,0.1734,1765
1144,235.36,11.77,774.82,7,0.7477,655
1145,71.39,1.59,9,12,0.4627,1312
1146,69.77,3.24,119.67,4,0.2793,1840
1147,159.65,4.12,400.81,10,0.283,3720
1148,63.53,2.69,184.46,4,0.1086,1224
1149,108.54,4.1,348.56,7,0.4273,1076
1150,206.94,11.52,264.66,5,0.0784,2815
1151,832.22,10.28,492.83,12,0.3113,2942
1152,126.38,10.05,146.76,3,0.6291,1766
1153,169.27,9.65,567.28,3,0.8007,2224
1154,1112.79,11.86,275.73,15,0.0604,2903
1155,128.35,1.76,98.69,7,0.2358,5671
1156,501.42,9.24,80.44,8,0.1201,4382
1157,27.25,3.35,208.96,4,0.0772,1694
1158,57.24,9.51,78.72,3,0.2118,635
1159,788.04,13.44,478.1,10,0.1822,4552
1160,135.1,8.46,69.53,5,0.4533,2808
1161,25.44,1.39,76.36,4,0.5288,2167
1162,137.84,9.01,206.69,3,0.8452,1366
1163,74.03,2.94,96.02,5,0.4988,1910
1164,154.4,8.29,471.3,4,0.1626,1622
1165,29.45,5.27,250.29,4,0.9075,1164
1166,619.72,10.21,99.81,7,0.1364,1819
1167,447.4,6.87,215.01,8,0.3651,2583
1168,148.75,9.92,46.27,4,0.0967,1012
1169,322.63,12,879.55,7,0.3665,1978
1170,74.75,7.73,405.59,2,1.1679,1411
1171,97.1,7.78,663.64,4,0.5177,633
1172,157.53,13.45,1037.65,6,0.4601,2257
1173,37.66,5.04,454.14,3,0.9674,1028
